Date,Location,Temperature (°C),Humidity (%),Rainfall (mm),Soil pH,Soil Moisture (%),Nitrate Level (mg/kg),Phosphorus Level (mg/kg),Potassium Level (mg/kg),Crop Type,Crop Yield (kg/ha),Fertilizer Used (kg/ha),Pesticides Used (kg/ha),Water Usage (L/ha)
02:25.0,Farm D,26.15,,36.27,5.76,29.3,9.6,13.45,42.35,Corn,1673.43,106.16,8.03,205.52
02:25.0,Farm D,17.68,40.75,19.76,5.86,26.99,,,7.24,Rice,2018.14,191.16,0.4,584.44
02:25.0,Farm A,34.65,53.57,29.46,7.9,31.88,7.59,28.75,9.66,,3893.74,185.67,7.55,1495.8
02:25.0,Farm C,17.6,64.15,21.3,7.46,32.6,1.1,24.15,,Corn,,65.92,1.74,
02:25.0,Farm D,32.32,72.46,4.51,7.55,15.21,16.69,,5.51,Soybeans,4675.05,191.98,8.78,696.31
02:25.0,Farm D,21.38,61.17,42.39,6.51,23.09,,18.79,23.58,,3058.13,9.16,0.84,1345.6
02:25.0,Farm D,19.24,84.08,3.48,7.06,,2.16,29.53,5.38,Wheat,,5.53,7.77,152.52
,Farm D,32.2,64.03,5.29,6.33,15.83,22.75,26.17,6.96,Corn,4871.5,141.15,0.03,1435.34
02:25.0,Farm C,26.5,63.22,12.38,5.44,16.57,,37.95,,Soybeans,1046.11,36.88,7.41,632.49
02:25.0,Farm A,26.44,33.71,5.22,7.84,10.92,22.94,32.71,27.48,Corn,4637.88,87.79,4.36,1885.48
02:25.0,Farm A,32.08,66.2,9.08,,22.64,21.18,25.64,12.51,,1963.11,197.12,,404.22
02:25.0,Farm B,19.7,32.73,14.59,6.34,14.96,10.08,25.28,6,Soybeans,,130.82,0.92,725.61
02:25.0,Farm A,20.42,88.34,27.91,6.58,,2.95,33.32,,Rice,,161.56,8.34,1723.23
02:25.0,Farm A,29.98,78.01,,7.11,10.46,41.92,29.23,22.25,,4802.65,18.25,8.89,592.72
,Farm C,31.53,86.83,40.35,5.89,15.17,14.66,11.51,8.46,Corn,2130.53,54.61,2.56,1351.46
02:25.0,Farm B,,40.69,47.77,7.29,14.12,7.83,18.69,21.76,Rice,,128.73,0.05,473.25
02:25.0,Farm B,25.77,33.12,12.78,6.46,25.53,31.01,,40.6,Soybeans,1718.84,159.72,8.16,1564.91
02:25.0,Farm B,26.36,39.53,48.38,5.87,32.28,35.24,21.58,18.07,Corn,3286.4,54.25,1.73,508.82
02:25.0,Farm A,32.21,43.04,12.45,,,22.78,32.87,40.2,Wheat,1982.33,62.35,1.72,1554.48
02:25.0,Farm A,34.4,47.66,11.46,6.22,,17.87,7.25,20.92,Rice,3967.7,,4.59,1434.9
02:25.0,Farm A,28.23,,24.03,6.82,28.96,22.44,31.86,30.17,Soybeans,2735.78,190.79,3.31,178.33
02:25.0,Farm B,25.3,61.31,2.37,6.23,13.03,1.87,30.81,19.33,Wheat,1608.86,,4.8,433.36
02:25.0,,17.62,59.05,40.07,7.15,22.56,19.6,24.47,25.47,Rice,2283.18,197.91,,1907.57
02:25.0,Farm C,26.26,50.37,5.56,,15.03,4.26,7.41,26.76,Wheat,4188.09,39.44,4.02,1217.78
02:25.0,Farm B,26.14,43.72,37.02,7.92,,28.55,25.67,7.67,Wheat,4086.75,22.76,,586.35
02:25.0,Farm C,27.1,76.37,16.6,6.57,33.62,14.33,38.34,3.41,,2939.07,7.72,9.11,790.83
02:25.0,Farm B,16.09,71.61,1.43,6.49,35.41,28.13,23.72,13.79,Wheat,1428.43,152.84,9.08,
02:25.0,Farm C,23.38,30.96,36.61,7.02,19.8,31.95,24.85,41.95,Wheat,2239.1,,7.93,1541.6
,Farm B,19.7,49.96,49.51,7.96,20.33,18.46,12.29,15.87,Soybeans,1365.3,155.68,3.93,
02:25.0,Farm A,25,76.57,,6.39,10.98,13.7,13.19,21.02,Corn,2558.47,52.23,9.64,
02:25.0,Farm A,30.65,77.99,9.1,,37.02,15.25,0.96,0.09,,2666.73,97.28,2.71,1905.88
02:25.0,Farm C,28.42,82.28,5.36,6.68,35.36,22.05,30.63,32.78,Corn,,69.47,,1349.05
02:25.0,Farm B,16.51,49.9,34.68,,23.72,43.93,28.44,49.3,Soybeans,3897.03,53.93,7.31,790.21
02:25.0,Farm C,,50.59,46.17,6.46,,13.61,9.27,45.75,Wheat,3961.41,12.17,4.46,1499.36
02:25.0,Farm C,28.61,62.22,25.63,7.9,24.02,6.79,12.19,31.23,Corn,4301.48,126.87,1.53,439.34
02:25.0,Farm C,32.11,84.16,,5.24,27.75,33.88,13.43,,Corn,3734.22,39.47,7.5,1387.04
02:25.0,Farm A,27.06,30.2,36.9,,,,30.38,6.52,,4496.66,177.7,8.89,406.74
02:25.0,Farm B,15.16,35.64,24,7.48,34.99,39.56,36.84,16.68,Rice,1333.76,184.12,1.23,1066.54
02:25.0,Farm A,21.75,58.41,18.84,7,,19.68,33.54,4.95,Soybeans,1551.14,113.86,3.6,280.2
02:25.0,Farm B,25.6,69.49,7.96,,13.91,26.28,20.57,5.14,Soybeans,3029.91,80.05,1.91,1923.79
02:25.0,Farm A,34.82,89.17,43.77,6.65,13.34,23.89,21.36,,Soybeans,3148.49,70.71,6.57,596.27
02:25.0,Farm C,23.51,50.29,1.52,6.63,12.4,16.67,36.36,17.72,Corn,1639.44,71.85,0.12,
02:25.0,Farm A,24.14,33.44,41.08,6.37,30.45,49.75,27.05,10.13,,3618.09,170.91,0.26,1240.36
02:25.0,Farm B,29.76,79.98,40.95,5.88,,31.38,22.22,16.84,,4057.67,97.24,,468.83
02:25.0,Farm B,31.78,56.72,36.87,5.7,22.76,12.78,,45.81,Corn,,103.17,4.97,1448.31
02:25.0,Farm D,19.88,,21.94,5.93,15.3,26.36,6.17,8.26,,4607.31,53.21,8.39,999.93
02:25.0,Farm A,31.98,81.39,23.78,5.94,23.97,,7.26,30.03,Rice,2725.84,101.45,3.81,305.61
02:25.0,Farm A,34.77,36.16,24.27,6.64,37.56,43.5,,42.7,Corn,4980.59,69.07,5.08,476.92
,Farm A,32.43,46.32,2.31,,,,21.9,47.66,Wheat,2373.92,93.56,0.38,201.07
,Farm C,15.88,86.23,42.49,6.82,13.7,3.62,4.21,30.2,Soybeans,2615.32,102.29,3.85,
02:25.0,Farm B,30.63,54.67,48.55,6.98,16.71,38.76,0.58,24.03,,1671.73,37.22,2.57,1027.84
02:25.0,Farm D,22.89,,21.76,6.9,,38.89,36.5,0.4,Wheat,2069.28,71.85,6.64,1097.37
,Farm D,19.19,,21.89,,,43.38,9.54,,Rice,1351.2,102.62,1.66,117.18
02:25.0,Farm D,27.11,67.69,3.94,5.2,31.54,14.15,24.26,9.73,Wheat,4369.99,54.89,0.65,1697.94
02:25.0,Farm D,28.68,80.38,47.95,7.24,39.05,7.39,18.46,4.97,Wheat,4436.48,38.83,7.06,110.66
02:25.0,Farm A,34.47,61.63,35.28,6.88,,34.47,8.39,4.54,Rice,1844.09,108.69,1.23,1865.48
02:25.0,Farm D,,35.81,14.09,7.33,12.52,49.74,26.44,9.86,Rice,4227.51,178.22,6.78,845.17
02:25.0,Farm D,19.01,77.7,,7.25,32.04,12.81,5.94,38.1,Wheat,2102.96,41.35,8.35,1162.75
02:25.0,Farm C,22.21,41.94,16.19,5.5,13.99,9.76,9.16,29.67,Wheat,4076.06,97.66,7.73,
02:25.0,Farm B,,38.23,44.7,5.78,20.21,24.9,,46.63,Wheat,2879.7,158.68,1.74,536.51
02:25.0,Farm B,33.86,67.4,,5.29,12.18,33.93,10.53,14.11,Wheat,2810.98,31.08,8.44,574.58
02:25.0,Farm D,18.21,77.05,47.27,7.03,26.44,46.44,,8.08,Soybeans,3981.48,56.44,7.06,1689.77
02:25.0,Farm A,31.94,65.98,12.54,5.91,24.63,49.28,2.45,30.44,Corn,,138.53,2.32,1921.7
02:25.0,Farm B,,35.23,47.14,7.96,30.66,49.29,10.45,45.95,Soybeans,3784.08,187.07,4.76,1587.32
02:25.0,Farm C,28.14,46.71,20.2,7.12,30.96,11.47,25.4,47.17,Rice,4002.26,1.12,5.25,1132.99
02:25.0,Farm C,30.79,66.48,32.49,6.66,13.02,9.57,7.56,2.84,Corn,,168.61,,1553.41
02:25.0,Farm A,26.69,79.99,10.78,6.08,26.05,32.29,33.31,13.83,Soybeans,3335.89,28.95,5.85,106.93
02:25.0,Farm A,18.35,63.93,0.96,5.35,19.53,38.05,19.32,22.19,Wheat,1158.29,187.03,7.14,979.89
02:25.0,Farm B,27.31,,42.93,5.93,22.37,,35.37,,Wheat,3676.18,,0.76,1803.96
02:25.0,Farm B,31.76,79.47,29.84,5.82,,27.6,25.3,35.16,Rice,3063.14,51.33,4.53,1052.86
02:25.0,Farm D,28.23,87.12,35.2,6.58,15.32,38.7,32.6,40.77,Wheat,1010.56,116.49,3.6,784.21
02:25.0,Farm A,28.74,60.58,31.38,6.83,18.53,28.38,5.47,0.59,,4714.21,74.76,8.98,431.97
02:25.0,Farm B,28.23,59.31,4.28,7.41,38.16,28.64,7.25,23.49,,4090.18,45.83,2.05,270.42
02:25.0,Farm D,33.74,80.01,12.75,,24.49,8.9,5.75,40.52,Soybeans,1399.03,67.17,3.53,838.34
02:25.0,Farm D,26.61,45.74,31.73,5.06,13.04,4.61,15.14,34.01,Soybeans,1624.5,198.5,7.57,678.47
02:25.0,Farm A,25.12,69.04,19.61,6.98,10.7,,6.41,,Soybeans,1021.34,82.14,4.01,528.61
02:25.0,Farm B,28.97,36.8,1.76,5.37,13.64,25.88,,37.79,Rice,2534.61,64.98,1.42,646.77
02:25.0,Farm A,19.04,68.2,35.75,6.02,32.38,,8.35,11.58,Corn,1730.56,86.69,,1825.3
02:25.0,Farm B,17.96,89.73,38.67,5.06,18.9,,5.51,35.52,Soybeans,4572.68,9.47,5.54,1397.59
02:25.0,Farm D,32.07,48.64,38.58,6.28,37.54,49.34,35.4,24.92,Wheat,1160.52,125.82,3.25,1147.27
02:25.0,Farm A,16.06,62.61,47.39,5.3,23.92,,18.4,24.98,Rice,3764.13,178.89,7.7,1512.83
02:25.0,Farm A,28.67,54.52,24.96,7.05,16.48,34.87,37.18,,Wheat,4392.01,25.44,,824.73
02:25.0,Farm A,20.79,,42.32,5.4,24.6,13.82,,35.45,,2864.34,82.89,2.66,1527.51
02:25.0,,27.83,70.16,2.91,7.35,17.97,25.14,29.2,6.41,Corn,3420.06,187.56,7.91,610.53
02:25.0,,,38.8,4.76,7.05,36.24,,31.78,41.74,Corn,1633.85,116.62,0.49,
02:25.0,Farm A,16.71,89.03,10.15,6.25,16.78,3.21,31.86,29.77,,3566.93,91.46,5.92,1356.74
02:25.0,Farm D,,33.3,20.21,7.39,23.59,1.64,8.19,2.45,Wheat,3039.92,10,4.52,595.76
02:25.0,Farm C,15.29,45.03,7.18,6.68,25.79,47.67,,37.56,Corn,3898.22,118.2,,999.34
02:25.0,Farm D,32.87,48.81,1.03,6.86,36.97,3.66,12.34,,Soybeans,1831.5,98.35,,483.57
02:25.0,Farm B,,34.45,,7.14,16.12,28.49,2.08,27.02,,3617.1,48,,782.68
02:25.0,Farm D,,35.07,,5.77,18.57,30.91,8.88,22.54,Rice,1323.49,45.35,3.2,593.68
02:25.0,Farm C,,44.79,23.57,5.56,24.74,13.38,16.36,43.68,Rice,3688.18,61.47,4.58,585.09
02:25.0,Farm C,18.12,50.08,14.48,5.86,27.91,2.58,5.2,,Corn,2143.19,156.57,8.96,896.42
02:25.0,Farm B,20.11,,,7.98,19.75,10.57,28.15,45.34,Wheat,2972.76,59.84,4.69,298.32
02:25.0,Farm B,27.37,34.27,47.69,,20.8,18.77,12.02,48.78,Soybeans,1140.33,175.28,6.34,814.14
02:25.0,Farm A,27.08,60.89,2.05,6.22,32.89,,22.34,26.3,Soybeans,3106.38,111.27,4.96,232.27
,Farm A,,78.27,40.5,,13.82,22.29,,18.91,Rice,3332.91,157.83,2.5,737.68
02:25.0,Farm D,,71.2,29.38,5.45,34.65,24.46,11.06,15.77,Soybeans,4659.26,85.81,,1662.68
02:25.0,,17.42,30.49,22.87,6.03,29,44.16,3.76,18.84,Wheat,2169.32,7.95,1.19,1323.65
02:25.0,Farm B,25.37,,22.68,5.07,11.79,47.55,26.5,23.62,Corn,3087.43,174.76,2.94,483.2
02:25.0,Farm A,17.59,57.88,24.01,7.52,32.59,43.69,26.64,33.13,Soybeans,,65.35,7.54,1535.92
02:25.0,Farm B,24.12,59.98,8.21,6.8,30.48,43.04,23.89,37.28,Soybeans,2068.08,67.24,7.23,256.95
02:25.0,Farm B,33.35,81.06,45.89,7.16,33.45,37.98,27.47,29.26,Wheat,1180.91,115.13,0.91,1839.72
02:25.0,Farm B,15.47,79.27,13.98,6.7,25.66,36.62,12.43,45.11,Wheat,1325.69,55.58,3.59,1254.48
02:25.0,Farm A,29.83,67.13,49.19,,38.21,18.57,16.26,4.21,Rice,2233.3,,,1790.33
02:25.0,Farm A,34.59,31.72,18.51,6.47,32.85,1.75,5.45,27.32,Corn,4805.23,183.62,0.02,122.68
02:25.0,Farm C,20.31,88.9,6.67,7.94,21.39,1.04,39.41,15.01,Soybeans,2793.6,18.42,6.52,397.52
02:25.0,Farm A,28.85,68.99,,6.4,37.55,26.84,7.85,15.63,Soybeans,3918.14,,7.85,1364.3
02:25.0,,30.75,65.08,46.17,6.47,38.2,8.23,26.48,,Wheat,2182.59,138.74,4.51,1110.65
02:25.0,Farm C,23.95,33.42,43.04,7.98,31.77,14.58,3.11,7.46,Wheat,1148.78,,9.52,565.81
02:25.0,Farm B,19.61,46.11,41.16,7.74,13.93,26.12,4.07,14.27,Corn,1495.18,,0.4,211.95
,Farm C,,52.98,12.66,7.73,32.22,,28.96,16.16,Rice,2060.49,53.37,4.99,
02:25.0,,25.26,49.11,21.22,6.63,,34.39,39.87,40.31,Corn,,103.72,0.32,
02:25.0,Farm D,22.95,78.32,37.22,5.85,14.15,,39.45,7.55,Wheat,1216.7,16.63,,455.85
02:25.0,Farm A,33.39,62.22,46.68,6.82,36.26,27.7,35.28,48.15,Rice,3527.74,,8.32,868.97
02:25.0,Farm A,25.34,50.36,38.05,6.79,10.44,,,1.65,Soybeans,2893.97,67.07,3.09,1752.91
02:25.0,Farm C,,58.67,29.75,,16.29,20.28,30.11,41.48,Soybeans,1193.51,124.96,2.07,815.74
02:25.0,Farm D,21.73,86.99,43.24,6.04,17.39,19.34,11.75,0.85,Wheat,2455.39,53.77,0.32,757.01
02:25.0,Farm C,20.95,58.54,28.68,7.6,35.03,,15.92,4.56,Corn,1863.76,75.99,5.98,910.29
,Farm B,15.97,48.62,,,,22.29,36.67,42.85,,4381.26,45.93,4.43,466.51
02:25.0,Farm B,20.06,49.69,,5.47,21.79,38.08,39.49,28.05,Corn,2295.31,70.86,4.99,1985
02:25.0,Farm B,23.93,75.72,36.06,7.94,39.82,19.68,12.32,31.3,Wheat,1452.01,64.89,,1497.66
,Farm B,,62.85,36.32,,24.34,43.03,28.23,2.86,Rice,2219.41,28.19,9.63,460.61
02:25.0,Farm A,28.76,54.74,15.56,5.89,23.1,26.92,,17.13,,4145.41,,,1081.9
02:25.0,Farm D,34.72,34.72,8.1,5.37,18.7,49.48,32.15,,Wheat,1684.11,159.96,7.43,548.69
02:25.0,Farm C,34.88,30.84,42.66,5.05,32.23,12.79,11.37,21.26,Soybeans,,51.12,4.07,658.93
02:25.0,Farm D,32.52,63.22,11.22,6.9,27.62,,12.83,14.4,Soybeans,3495.81,9.03,,
,Farm D,,59.51,46.69,6.52,24.49,,1.76,22.5,,1556.51,90.93,1.96,460.43
02:25.0,Farm D,29.36,69.98,12.51,,26.45,8.23,11.06,29.53,Soybeans,,0.49,6.43,837.91
02:25.0,Farm A,25.32,74.02,13.89,5.97,21.7,26.09,12.19,26.5,Wheat,2635.95,184.02,7.73,963.56
02:25.0,Farm C,16.7,68.79,,7.93,31.04,27.13,1.5,0.49,Corn,1803.88,183.3,8.14,884.3
02:25.0,Farm B,18.83,63.63,2.42,5.41,32.69,20.43,24.74,7.39,Wheat,1527.8,55.74,2,877.99
02:25.0,Farm C,,79.1,23.91,7.34,28.01,0.2,8.24,26.76,Wheat,1245.16,,,808.64
02:25.0,Farm B,24.35,80.99,8.51,7.67,26.46,33.2,2.23,31.39,Corn,4800.36,74.42,8.44,
02:25.0,Farm D,33.24,67.97,29.1,7.38,28.29,25.2,33.8,29.31,Rice,2142.56,5.76,3.06,
02:25.0,Farm C,22.14,66.26,33.77,6.68,37.51,39.41,33.16,3.32,Wheat,2323.84,26.36,6.93,1914
02:25.0,Farm A,27.26,38.5,16.13,7.66,35.3,6.07,23.98,29.09,Wheat,2888.3,76.19,,879.75
02:25.0,Farm D,16.99,60.72,23.95,,22.95,19.65,31.76,29.69,Rice,2401.31,,0.21,116.61
02:25.0,Farm D,25.55,58.36,6.06,,34.73,47.33,,12.19,Corn,1077.23,,3.74,1054.56
02:25.0,,15.44,57.7,39.92,5.34,24.8,39.25,33.21,5.82,Soybeans,3217.68,114.05,1.19,532.34
02:25.0,Farm C,17.62,31,28.97,5.71,14.96,28.21,18.95,39.08,Rice,1924.33,72.43,2.13,1144.28
02:25.0,Farm B,27.04,60.14,,7.29,13.03,47.39,38.5,,,4357.75,64.72,5.79,1484.52
02:25.0,Farm D,23.33,49.55,5.2,5.71,12.5,17.79,30.98,1.69,Corn,4210.81,179.98,9.56,1635.03
02:25.0,Farm C,18.3,79.69,12.68,7.18,28.46,28.63,23.13,24.65,Corn,4635.38,2.05,8.02,1634.41
02:25.0,,29.84,56.93,39.91,6.18,19.1,45.29,19.58,26.81,Corn,1537.07,184.08,3.45,1443.19
02:25.0,Farm C,19.52,49.48,16.91,5.94,30.08,8.01,11.48,13.23,Wheat,3177.19,98.74,3.5,
02:25.0,Farm D,23.29,40.7,45.02,6.4,34.87,37.78,,,Corn,2627.04,189.26,9.83,1405.26
02:25.0,Farm D,23.86,36.67,43.7,5.23,23.52,31.09,33.78,31.29,Rice,1117.17,120.66,8.01,1327.85
02:25.0,Farm B,20.39,51.57,44.81,7.03,30.31,18.08,6.73,29.08,Wheat,4351.27,194.51,6.82,1029.35
02:25.0,Farm B,,71.98,9.32,6.53,30.54,15.54,24.54,24.38,Wheat,3167.78,120.56,4.61,761.38
02:25.0,,26.92,,14.64,,,36.44,,33.02,Rice,2175.74,,9.03,
,Farm C,25.42,33.89,23.59,5.8,18.44,20.4,34.22,26.43,Soybeans,1968.74,96.38,0.7,1513.68
02:25.0,Farm D,21.38,61.17,42.39,6.51,23.09,,18.79,23.58,,3058.13,9.16,0.84,1345.6
02:25.0,,,73.49,40.39,,12.27,37.63,15.91,1.31,Wheat,3596.65,126.93,,645.11
02:25.0,Farm C,34.18,55.84,46.19,5.55,11.78,,27.65,42.22,Corn,4123.58,147.85,3.49,1456.83
02:25.0,Farm C,15.83,80.99,42.65,5.04,27.82,26.24,13.4,37.01,Wheat,1369.99,198.53,9.37,254.98
02:25.0,Farm C,22.63,46,5,,11.17,47.03,26.96,11.29,Corn,1001.45,63.23,5.56,1229.78
02:25.0,Farm C,29.29,85.24,2.15,7.27,26.23,9.52,34.15,40.03,Soybeans,1138.07,167.03,8.6,1118.04
02:25.0,Farm A,31.38,42.46,25.53,7.8,21.34,20.76,36.39,10.9,Soybeans,3050.56,134.62,6.04,1993.6
02:25.0,Farm A,33.98,73.68,24.77,6.36,27.24,39.31,12.66,8.58,Rice,3350.67,87.49,9.75,
02:25.0,,15.69,88.01,10.93,,21.08,39.08,25.78,37.04,Rice,4073.25,94.4,5.72,
02:25.0,Farm C,31.51,,16.43,6.92,34.64,16.52,7.45,15.1,Corn,2176.06,19.97,,1350.14
02:25.0,Farm A,22.52,39.73,27.08,,20.26,1.08,36.08,,Soybeans,3011.75,182.21,2.81,980.68
02:25.0,Farm B,18.43,51.75,36.42,7.48,14.93,27.52,8.55,37.33,Soybeans,3126.1,84.63,8.69,1605.75
02:25.0,Farm A,20.26,43.12,24.34,5.15,37.14,25.65,18.37,25.8,,4810.23,168.87,3.57,1492.62
02:25.0,Farm C,30.17,69.88,,6.51,34.21,27.93,11.19,,Wheat,4547.93,86.34,7.19,631.91
02:25.0,Farm D,33.95,37.16,15.03,,10.7,24.83,,49.36,Soybeans,4408.38,5.02,9.7,1103.57
02:25.0,Farm D,17.05,80.72,2.13,,39.6,34.21,15.53,28.8,Corn,4859.25,138.24,7.27,1650.01
02:25.0,Farm D,23.53,89.88,9.85,5.61,19.12,37.12,8.21,25.74,Corn,,129.9,0.88,
02:25.0,Farm A,28.1,32.61,34.86,6.53,33.78,13.12,8.14,33.53,Wheat,3169.05,52.57,2.31,314.24
02:25.0,Farm B,28.4,,,5.66,18.76,24.09,10.56,10.52,Corn,2010.37,29.83,8.71,1774.83
02:25.0,Farm D,19.2,30.85,1.37,5.99,27.37,43.02,26.47,2.66,Rice,3730.76,149.96,8.21,202.31
02:25.0,Farm C,20.58,80.9,5.53,5.46,16.78,40.74,33.92,7.57,Rice,1713.45,196.27,5.85,839.67
02:25.0,Farm B,34.98,,1.3,7.01,,36.16,14.93,32.34,Corn,4086.18,47.73,4.3,1094.92
02:25.0,Farm A,19.28,79.16,48.24,6.27,12.11,23.6,6.95,21.54,Corn,4939.7,54.31,8.72,274.49
02:25.0,Farm C,,88.57,25.48,7.72,31.66,24.12,10.23,10.14,Wheat,,135.56,9.08,708.69
02:25.0,Farm D,34.44,56.57,44.37,6.27,22.27,41.64,24.78,7.34,Corn,4718.25,17.28,1.92,969.24
02:25.0,Farm A,34.49,68.03,24.85,5.64,11.8,27.54,20.48,38.71,Soybeans,4708.19,148.17,9.53,1779.87
,Farm B,24.89,33.93,23.72,6.85,16.47,48.25,,45.05,Rice,1247.33,72.97,1.77,1867.74
02:25.0,,24.24,52.29,48.2,5.41,23.88,28.03,5.51,47.29,Soybeans,2734.22,187.35,1.37,1707.54
02:25.0,Farm D,17.42,68.05,,6.52,17.94,11.76,14.3,49.01,,3784.92,87.96,0.48,754.93
02:25.0,,24.85,89.7,17.26,6.29,,16.94,16.22,14.45,Soybeans,4839.84,40.69,3.57,1622.95
02:25.0,Farm C,29.67,78.1,18.99,5.53,23.94,,,23.29,Rice,3118.73,68.59,8.55,308.74
02:25.0,,,39.95,18.85,6.56,20.3,40.63,17.94,47.76,Rice,3040.25,48.04,,
02:25.0,Farm D,28.33,51.58,7.19,6.71,39.65,9.58,11.16,32.85,Wheat,3948.7,130.74,,275.75
02:25.0,Farm A,33.91,61.49,33.5,6.13,33.57,36.91,22.96,41.36,Corn,3794.5,138.8,0.73,377.74
02:25.0,Farm B,18.33,71.53,36.09,7.87,10.2,12.48,2.03,12.4,Soybeans,4236.99,71.82,4.85,898.18
02:25.0,Farm C,,42.46,4.51,6.77,24.99,16.57,16.13,30.49,Wheat,4467.52,37,0.49,1921.2
02:25.0,Farm B,31.04,65.4,16.56,7.87,35.62,8.89,25.69,9.21,Rice,3435.63,195.35,,1518.82
02:25.0,,19.03,32.62,25.43,,10.18,27.84,21.61,,Corn,2484.68,149.98,6.89,1609.69
02:25.0,Farm A,30.88,67.12,14.1,,21.26,48.16,2.22,7.6,Wheat,2770.89,158.6,6.21,1260.17
02:25.0,Farm C,28.61,37.45,,6.78,24.26,9.66,18.67,16.5,Soybeans,1690.96,186.71,2.82,1382.32
02:25.0,Farm A,34.78,61.85,14.03,6.04,23.21,19.31,39.32,34.24,Corn,4907.6,45.96,5.52,407.46
,Farm D,32.1,49.56,37.58,7.87,18.63,16.33,37.62,21.87,Rice,2083.1,81.02,7.14,531.08
,Farm A,18.04,59.65,10.98,7.25,26.67,28.85,25.48,23.13,Corn,1702.87,145.11,6.85,1551.36
02:25.0,Farm C,17.62,69.62,24.83,7.38,,43.4,39.88,45.93,Rice,2372.36,194.72,,1681.24
02:25.0,Farm C,,61.44,12.67,7.03,38.27,0.51,28.76,17.11,Wheat,,156.4,3.47,776.86
02:25.0,Farm B,33.47,36.24,7.5,,38.11,,29.87,32.53,,3883.6,85.23,,1763.51
02:25.0,Farm B,20.65,67.78,,5.94,31.06,18.31,8.09,10.62,Corn,2227.46,103.28,6.91,1395.95
02:25.0,Farm C,19.55,87.91,,7.16,35.04,37.64,13.3,42.13,Soybeans,2936.42,44.26,1.39,1849.83
,Farm A,31.2,87.22,37.22,5.68,30,10,39.46,37.3,Rice,2312.17,139.26,9.61,860.83
02:25.0,Farm D,17.54,83.79,8.67,7.69,30.65,25.72,33.05,,Soybeans,2962.87,177.31,,1876.12
02:25.0,Farm C,26.48,89.4,48.53,7.39,16.69,44.6,6.91,2.4,Rice,2522.06,47.52,9.11,982.19
02:25.0,Farm B,33.75,31.47,6.36,6.39,15.51,48.33,7.96,15.61,Wheat,4414.82,189.97,,1233.5
02:25.0,,28.41,58.06,25.97,7.99,,2.21,,20.17,Wheat,3565.04,154.68,4.25,1201.14
02:25.0,Farm B,26.2,89.98,14.63,7.63,18.12,30.94,25.56,35.85,Wheat,4352.38,194.26,1.38,1689.64
02:25.0,Farm B,33.81,35.94,21.29,5.06,15.68,44.96,,10.44,Soybeans,4180.15,58.05,7.35,
02:25.0,Farm D,15.21,86.49,31.08,7.09,22.69,38.25,28.99,7.99,Soybeans,4294.88,,7.49,1272.73
02:25.0,Farm B,34.68,,21.12,7.61,31.99,11.68,35.98,16.26,,3646.16,88.32,8.49,
02:25.0,Farm C,16.27,80.78,23.96,5.43,21.3,14.44,25.24,18.32,Rice,1351.46,9.97,2.48,306.87
02:25.0,Farm C,30.6,43.16,16.91,6.34,27.02,20.68,24.16,0.1,Corn,3190.18,193.79,6.8,1305.24
02:25.0,Farm D,31.74,49.92,,5.26,28.82,3.91,28.92,40.25,Wheat,4629.43,,6.88,1494.99
02:25.0,,33.49,51.29,6.06,6.14,18.35,45.74,29.93,31.84,,2450.93,74.47,6.02,1720.36
02:25.0,Farm B,22.47,43.2,5.93,5.96,25,27.69,,29.89,Rice,2701.74,100.7,3.58,524.39
,,27.55,33.66,26.36,7.05,12.27,31.69,,,Rice,4981.41,112.1,3.85,816.05
,Farm C,29.25,46.38,41.21,6.96,39.54,32.51,36.66,38.5,Soybeans,4108.66,,6.31,743.27
02:25.0,Farm A,30.15,47.85,35.65,6.38,,21.59,7.65,47.41,,4258.39,157.64,7.29,414.88
02:25.0,Farm D,18.58,43.99,44.06,7.95,36.34,34.37,0.86,42.38,Rice,4580.09,26.52,8.9,970.3
02:25.0,Farm A,,46.99,14.16,6.16,21.04,29.87,32.06,,Corn,3994.05,183.62,8.93,1813.71
02:25.0,Farm A,34.01,42.48,,5.84,34.24,5.43,13.08,17.27,,2807.29,91.83,4.67,498.01
02:25.0,Farm D,29.94,31.85,5.98,6.02,10.61,49.16,,49.36,Corn,4245.52,74.27,9.56,1899.01
02:25.0,Farm D,,36.17,42.31,6.78,21,32.54,26.42,15.69,Corn,,84.55,1.27,1782.21
,,20.36,30.19,42.75,,24.14,17.15,4.4,6.71,Rice,1483.52,173.37,7.11,1376.38
02:25.0,,,76.35,37.99,5.18,21.99,48.1,37.48,29.8,Corn,2969.24,,3.25,1848.86
02:25.0,Farm C,,61.99,19.83,5.53,19.76,29.49,13.41,37.78,,2019.18,78.9,3.01,
02:25.0,Farm C,19.59,86.87,12.63,5.34,19.59,0.44,1.94,42.06,Rice,3684.36,117.74,3.31,673.41
02:25.0,,28.59,50.58,44.38,7.55,18.37,26.35,17.02,38.48,Corn,4724.38,83.3,2.88,952.22
02:25.0,Farm C,27.05,81.87,30.63,5.53,36.27,18.69,28.33,35.16,,2782.11,26.99,4.17,1848.45
02:25.0,Farm B,21.65,70.3,3.59,6.93,,28.92,7.55,11.46,Soybeans,1078.13,128.98,7.69,240.24
02:25.0,Farm B,24.98,45.56,38.68,,39.26,6.67,35.78,42.41,Corn,4769.76,34.14,1.58,508.78
